name_first_last,weight,mlb_g,height_inches,round_sort,round,draft_type,bats,description,height_feet,pick,year,name_last_first,overall,milb_g,team_full,league_full,primary_position,team_abbrev,birth_date,throws,league_id,school,trans_date,signed_sw,round_desc,mlbamPlayerID,mlbamTeamID
Widd Workman,205,N,1,3,3,JR,R,June Amateur Draft,6,15,1996,"Workman, Widd",80,Y,San Diego Padres,National League,P,SD,1974-05-23T00:00:00,R,104,Arizona State,,N,Round 3,443039,135
Daren Hooper,215,N,1,3,3,JR,R,June Amateur Draft,6,16,1996,"Hooper, Daren",81,Y,Baltimore Orioles,American League,OF,BAL,1977-05-15T00:00:00,R,103,Arizona,,N,Round 3,440871,110
Skip Ames,175,N,2,3,3,JR,R,June Amateur Draft,6,17,1996,"Ames, Skip",82,Y,Chicago Cubs,National League,P,CHC,1974-11-09T00:00:00,R,104,Alabama,,N,Round 3,438186,112
Derek Baker,205,N,2,3,3,JR,L,June Amateur Draft,6,18,1996,"Baker, Derek",83,Y,Texas Rangers,American League,3B,TEX,1975-10-05T00:00:00,R,103,Rancho Santiago College,,N,Round 3,440066,140
Brandon Byrd,235,N,6,3,3,JR,R,June Amateur Draft,6,19,1996,"Byrd, Brandon",84,Y,Houston Astros,National League,3B,HOU,1978-05-22T00:00:00,R,104,"Trinity Presbyterian HS (Montgomery, AL)",,N,Round 3,440077,117
Scott Schoeneweis,190,Y,0,3,3,JR,L,June Amateur Draft,6,20,1996,"Schoeneweis, Scott",85,Y,California Angels,American League,P,CAL,1973-10-02T00:00:00,L,103,Duke,,N,Round 3,150011,108
Shawn Chacon,220,Y,3,3,3,JR,R,June Amateur Draft,6,21,1996,"Chacon, Shawn",86,Y,Colorado Rockies,National League,P,COL,1977-12-23T00:00:00,R,104,Greeley Central HS (CO),,N,Round 3,276336,115
Tony Dejesus,185,N,3,3,3,JR,R,June Amateur Draft,6,22,1996,"Dejesus, Tony",87,Y,Seattle Mariners,American League,P,SEA,1978-05-14T00:00:00,L,103,Havelock HS (NC),,N,Round 3,443978,136
Alex Cora,200,Y,0,3,3,JR,L,June Amateur Draft,6,23,1996,"Cora, Alex",88,Y,Los Angeles Dodgers,National League,SS,LA,1975-10-18T00:00:00,R,104,Miami (FL),,N,Round 3,133321,119
Nick Johnson,235,Y,3,3,3,JR,L,June Amateur Draft,6,24,1996,"Johnson, Nick",89,Y,New York Yankees,American League,1B,NYY,1978-09-19T00:00:00,L,103,"McClatchy HS (Sacramento, CA)",,N,Round 3,276376,147
David Shepard,190,N,1,3,3,JR,R,June Amateur Draft,6,25,1996,"Shepard, David",90,Y,Cincinnati Reds,National League,P,CIN,1974-02-06T00:00:00,R,104,Clemson,,N,Round 3,443277,113
Dernell Stenson,230,Y,1,3,3,JR,L,June Amateur Draft,6,26,1996,"Stenson, Dernell",91,Y,Boston Red Sox,American League,OF,BOS,1978-06-17T00:00:00,L,103,LaGrange HS (GA),,N,Round 3,275932,111
James Brignac,175,N,3,3,3,JR,R,June Amateur Draft,6,27,1996,"Brignac, James",92,Y,Atlanta Braves,National League,OF,ATL,1978-02-15T00:00:00,R,104,"Cleveland HS (Reseda, CA)",,N,Round 3,436242,144
Jarrod Mays,190,N,4,3,3,JR,R,June Amateur Draft,6,28,1996,"Mays, Jarrod",93,Y,Cleveland Indians,American League,P,CLE,1974-10-08T00:00:00,R,103,Southwest Missouri State University,,N,Round 3,443263,114
Lee Evans,190,N,1,4,4,JR,S,June Amateur Draft,6,1,1996,"Evans, Lee",96,Y,Pittsburgh Pirates,National League,C,PIT,1977-07-20T00:00:00,R,104,"Tuscaloosa County HS (Northport, AL)",,N,Round 4,283168,134
Chad Allen,210,Y,1,4,4,JR,R,June Amateur Draft,6,2,1996,"Allen, Chad",97,Y,Minnesota Twins,American League,OF,MIN,1975-02-06T00:00:00,R,103,Texas A&M,,N,Round 4,150210,142
Bryan Britt,220,N,2,4,4,JR,R,June Amateur Draft,6,3,1996,"Britt, Bryan",98,Y,St. Louis Cardinals,National League,OF,STL,1975-04-16T00:00:00,R,104,UNC Wilmington,,N,Round 4,441776,138
Ryan Stromsborg,185,N,3,4,4,JR,R,June Amateur Draft,6,4,1996,"Stromsborg, Ryan",99,Y,Toronto Blue Jays,American League,2B,TOR,1974-12-19T00:00:00,R,103,Southern California,,N,Round 4,443266,141
Christian Parker,200,Y,1,4,4,JR,R,June Amateur Draft,6,5,1996,"Parker, Christian",100,Y,Montreal Expos,National League,P,MON,1975-07-03T00:00:00,R,104,Notre Dame,,N,Round 4,150409,120
Kris Keller,260,Y,2,4,4,JR,R,June Amateur Draft,6,6,1996,"Keller, Kris",101,Y,Detroit Tigers,American League,P,DET,1978-03-01T00:00:00,R,103,"Fletcher HS (Neptune Beach, FL)",,N,Round 4,276341,116
Ken Vining,180,Y,0,4,4,JR,L,June Amateur Draft,6,7,1996,"Vining, Ken",102,Y,San Francisco Giants,National League,P,SF,1974-12-05T00:00:00,L,104,Clemson,,N,Round 4,400012,137
Josh Hancock,220,Y,3,4,4,JR,R,June Amateur Draft,6,8,1996,"Hancock, Josh",103,Y,Milwaukee Brewers,American League,P,MIL,1978-04-11T00:00:00,R,103,Vestavia Hills HS (AL),,N,Round 4,407820,158
Blaine Neal,240,Y,5,4,4,JR,L,June Amateur Draft,6,9,1996,"Neal, Blaine",104,Y,Florida Marlins,National League,P,FLA,1978-04-06T00:00:00,R,104,"Bishop Eustace HS (Pennsauken, NJ)",,N,Round 4,346862,146
Thomas Graham,264,N,7,4,4,JR,R,June Amateur Draft,6,10,1996,"Graham, Thomas",105,Y,Oakland Athletics,American League,P,OAK,1978-01-26T00:00:00,R,103,"Beyer HS (Modesto, CA)",,N,Round 4,445671,133
Ryan Brannan,210,N,3,4,4,JR,R,June Amateur Draft,6,11,1996,"Brannan, Ryan",106,Y,Philadelphia Phillies,National League,P,PHI,1975-04-27T00:00:00,R,104,Long Beach State,,N,Round 4,443913,143
Matt Anderson,200,Y,4,1,1,JR,R,June Amateur Draft,6,1,1997,"Anderson, Matt",1,Y,Detroit Tigers,American League,P,DET,1976-08-17T00:00:00,R,103,Rice,,N,Round 1,150183,116
J.D. Drew,200,Y,1,1,1,JR,L,June Amateur Draft,6,2,1997,"Drew, J.D.",2,Y,Philadelphia Phillies,National League,OF,PHI,1975-11-20T00:00:00,R,104,Florida State,,N,Round 1,136770,143
Troy Glaus,240,Y,5,1,1,JR,R,June Amateur Draft,6,3,1997,"Glaus, Troy",3,Y,Anaheim Angels,American League,3B,ANA,1976-08-03T00:00:00,R,103,UCLA,,N,Round 1,136267,108
Jason Grilli,235,Y,5,1,1,JR,R,June Amateur Draft,6,4,1997,"Grilli, Jason",4,Y,San Francisco Giants,National League,P,SF,1976-11-11T00:00:00,R,104,Seton Hall,,N,Round 1,276351,137
Vernon Wells,230,Y,1,1,1,JR,R,June Amateur Draft,6,5,1997,"Wells, Vernon",5,Y,Toronto Blue Jays,American League,OF,TOR,1978-12-08T00:00:00,R,103,"Bowie HS (Arlington, TX)",,N,Round 1,150484,141
Geoff Goetz,185,N,0,1,1,JR,L,June Amateur Draft,6,6,1997,"Goetz, Geoff",6,Y,New York Mets,National League,P,NYM,1979-04-03T00:00:00,L,104,"Jesuit HS (Tampa, FL)",,N,Round 1,346861,121
Dan Reichert,175,Y,3,1,1,JR,R,June Amateur Draft,6,7,1997,"Reichert, Dan",7,Y,Kansas City Royals,American League,P,KC,1976-07-12T00:00:00,R,103,Pacific,,N,Round 1,150209,118
J.J. Davis,250,Y,5,1,1,JR,R,June Amateur Draft,6,8,1997,"Davis, J.J.",8,Y,Pittsburgh Pirates,National League,OF,PIT,1978-10-25T00:00:00,R,104,"Baldwin Park HS (Pomona, CA)",,N,Round 1,400051,134
Michael Cuddyer,220,Y,2,1,1,JR,R,June Amateur Draft,6,9,1997,"Cuddyer, Michael",9,Y,Minnesota Twins,American League,SS,MIN,1979-03-27T00:00:00,R,103,"Great Bridge HS (Chesapeake, VA)",,N,Round 1,150212,142
Jon Garland,210,Y,6,1,1,JR,R,June Amateur Draft,6,10,1997,"Garland, Jon",10,Y,Chicago Cubs,National League,P,CHC,1979-09-27T00:00:00,R,104,"Kennedy HS (Granada Hills, CA)",,N,Round 1,279782,112
Chris Enochs,210,N,2,1,1,JR,R,June Amateur Draft,6,11,1997,"Enochs, Chris",11,Y,Oakland Athletics,American League,P,OAK,1975-10-11T00:00:00,R,103,West Virginia,,N,Round 1,434758,133
Aaron Akin,196,N,1,1,1,JR,L,June Amateur Draft,6,12,1997,"Akin, Aaron",12,Y,Florida Marlins,National League,P,FLA,1977-06-13T00:00:00,R,104,Cowley CC,,N,Round 1,441386,146
Kyle Peterson,215,Y,3,1,1,JR,R,June Amateur Draft,6,13,1997,"Peterson, Kyle",13,Y,Milwaukee Brewers,American League,P,MIL,1976-04-09T00:00:00,R,103,Stanford,,N,Round 1,150081,158
Brandon Larson,210,Y,0,1,1,JR,R,June Amateur Draft,6,14,1997,"Larson, Brandon",14,Y,Cincinnati Reds,National League,SS,CIN,1976-05-24T00:00:00,R,104,Louisiana State,,N,Round 1,276053,113
Jason Dellaero,190,Y,2,1,1,JR,S,June Amateur Draft,6,15,1997,"Dellaero, Jason",15,Y,Chicago White Sox,American League,SS,CWS,1976-12-17T00:00:00,R,103,South Florida,,N,Round 1,150318,145
Lance Berkman,220,Y,1,1,1,JR,S,June Amateur Draft,6,16,1997,"Berkman, Lance",16,Y,Houston Astros,National League,1B,HOU,1976-02-10T00:00:00,L,104,Rice,,N,Round 1,204020,117
John Curtice,210,N,4,1,1,JR,L,June Amateur Draft,6,17,1997,"Curtice, John",17,Y,Boston Red Sox,American League,P,BOS,1979-11-01T00:00:00,L,103,"Great Bridge HS (Chesapeake, VA)",,N,Round 1,441300,111
Mark Mangum,165,N,2,1,1,JR,R,June Amateur Draft,6,18,1997,"Mangum, Mark",18,Y,Colorado Rockies,National League,P,COL,1978-08-24T00:00:00,R,104,Kingwood HS (TX),,N,Round 1,442462,115
Ryan Anderson,215,N,10,1,1,JR,L,June Amateur Draft,6,19,1997,"Anderson, Ryan",19,Y,Seattle Mariners,American League,P,SEA,1979-07-12T00:00:00,L,103,"Divine Child HS (Westland, MI)",,N,Round 1,284571,136
Adam Kennedy,195,Y,11,1,1,JR,L,June Amateur Draft,5,20,1997,"Kennedy, Adam",20,Y,St. Louis Cardinals,National League,SS,STL,1976-01-10T00:00:00,R,104,Cal State Northridge,,N,Round 1,150456,138
Eric DuBose,235,Y,3,1,1,JR,L,June Amateur Draft,6,21,1997,"DuBose, Eric",21,Y,Oakland Athletics,American League,P,OAK,1976-05-15T00:00:00,L,103,Mississippi State,,N,Round 1,276511,133
Jayson Werth,235,Y,5,1,1,JR,R,June Amateur Draft,6,22,1997,"Werth, Jayson",22,Y,Baltimore Orioles,American League,C,BAL,1979-05-20T00:00:00,R,103,"Glenwood HS (Chatham, IL)",,N,Round 1,150029,110
Donnie Bridges,220,N,4,1,1,JR,R,June Amateur Draft,6,23,1997,"Bridges, Donnie",23,Y,Montreal Expos,National League,P,MON,1978-12-10T00:00:00,R,104,"Oak Grove HS (Hattiesburg, MS)",,N,Round 1,400110,120
Tyrell Godwin,200,Y,0,1,1,JR,L,June Amateur Draft,6,24,1997,"Godwin, Tyrell",24,Y,New York Yankees,American League,OF,NYY,1979-07-10T00:00:00,R,103,"East Bladen HS (Elizabethtown, NC)",,N,Round 1,434880,147
Glenn Davis,200,N,1,1,1,JR,S,June Amateur Draft,6,25,1997,"Davis, Glenn",25,Y,Los Angeles Dodgers,National League,1B,LA,1975-11-25T00:00:00,R,104,Vanderbilt,,N,Round 1,438425,119
Darnell McDonald,205,Y,11,1,1,JR,R,June Amateur Draft,5,26,1997,"McDonald, Darnell",26,Y,Baltimore Orioles,American League,OF,BAL,1978-11-17T00:00:00,R,103,"Cherry Creek HS (Englewood, CO)",,N,Round 1,150021,110
Kevin Nicholson,205,Y,11,1,1,JR,S,June Amateur Draft,5,27,1997,"Nicholson, Kevin",27,Y,San Diego Padres,National League,SS,SD,1976-03-29T00:00:00,R,104,Stetson,,N,Round 1,150441,135
Tim Drew,190,Y,1,1,1,JR,R,June Amateur Draft,6,28,1997,"Drew, Tim",28,Y,Cleveland Indians,American League,P,CLE,1978-08-31T00:00:00,R,103,"Lowndes County HS (Valdosta, GA)",,N,Round 1,282328,114
Troy Cameron,180,N,11,1,C,JR,S,June Amateur Draft,5,1,1997,"Cameron, Troy",29,Y,Atlanta Braves,National League,SS,ATL,1978-08-31T00:00:00,R,104,"St. Thomas Aquinas HS (Fort Lauderdale, FL)",,N,Compensation,436741,144
Nathan Haynes,170,Y,9,1,C,JR,L,June Amateur Draft,5,4,1997,"Haynes, Nathan",32,Y,Oakland Athletics,American League,OF,OAK,1979-09-07T00:00:00,L,103,"Pinole Valley HS (Hercules, CA)",,N,Compensation,279566,133
Kyle Kane,211,N,3,1,C,JR,L,June Amateur Draft,6,5,1997,"Kane, Kyle",33,Y,Chicago White Sox,American League,P,CWS,1976-02-04T00:00:00,R,103,Saddleback CC,,N,Compensation,441331,145
Brett Caradonna,186,N,1,1,C,JR,L,June Amateur Draft,6,6,1997,"Caradonna, Brett",34,Y,Chicago White Sox,American League,OF,CWS,1978-12-03T00:00:00,R,103,"El Capitan HS ( San Diego, CA)",,N,Compensation,438712,145
Mark Fischer,210,N,1,1,C,JR,R,June Amateur Draft,6,7,1997,"Fischer, Mark",35,Y,Boston Red Sox,American League,OF,BOS,1976-04-15T00:00:00,R,103,Georgia Tech,,N,Compensation,435894,111
Ntema Ndungidi,175,N,3,1,C,JR,S,June Amateur Draft,6,8,1997,"Ndungidi, Ntema",36,Y,Baltimore Orioles,American League,OF,BAL,1979-03-15T00:00:00,R,103,"Edouard Montpetit HS (Montreal, QC)",,N,Compensation,466782,110
Chris Stowe,175,N,3,1,C,JR,R,June Amateur Draft,6,9,1997,"Stowe, Chris",37,Y,Montreal Expos,National League,P,MON,1979-06-08T00:00:00,R,104,"Chancellor HS (Fredericksburg, VA)",,N,Compensation,435881,120
Scott Hodges,190,N,0,1,C,JR,L,June Amateur Draft,6,10,1997,"Hodges, Scott",38,Y,Montreal Expos,National League,3B,MON,1978-12-26T00:00:00,R,104,"Henry Clay HS (Lexington, KY)",,N,Compensation,400115,120
Jason Romano,185,Y,0,1,C,JR,R,June Amateur Draft,6,11,1997,"Romano, Jason",39,Y,Texas Rangers,American League,3B,TEX,1979-06-24T00:00:00,R,103,"Hillsborough HS (Tampa, FL)",,N,Compensation,400099,140
Ryan Bradley,225,Y,4,1,C,JR,R,June Amateur Draft,6,12,1997,"Bradley, Ryan",40,Y,New York Yankees,American League,P,NYY,1975-10-26T00:00:00,R,103,Arizona State,,N,Compensation,136420,147
Jason Fitzgerald,190,N,1,1,C,JR,L,June Amateur Draft,6,13,1997,"Fitzgerald, Jason",41,Y,Cleveland Indians,American League,3B,CLE,1975-09-16T00:00:00,L,103,Tulane,,N,Compensation,425266,114
Denny Wagner,205,N,0,1,C,JR,R,June Amateur Draft,6,14,1997,"Wagner, Denny",42,Y,Oakland Athletics,American League,P,OAK,1976-11-08T00:00:00,R,103,Virginia Tech,,N,Compensation,442905,133
Aaron Myette,210,Y,4,1,C,JR,R,June Amateur Draft,6,15,1997,"Myette, Aaron",43,Y,Chicago White Sox,American League,P,CWS,1977-09-26T00:00:00,R,103,Central Arizona College,,N,Compensation,150329,145
Bryan Hebson,210,Y,5,1,C,JR,R,June Amateur Draft,6,16,1997,"Hebson, Bryan",44,Y,Montreal Expos,National League,P,MON,1976-03-12T00:00:00,R,104,Auburn,,N,Compensation,282880,120
Thomas Pittman,270,N,4,1,C,JR,R,June Amateur Draft,6,17,1997,"Pittman, Thomas",45,Y,Montreal Expos,National League,1B,MON,1979-11-02T00:00:00,R,104,"East St. John HS (Garyville, LA)",,N,Compensation,441291,120
Jim Parque,170,Y,11,1,C,JR,L,June Amateur Draft,5,18,1997,"Parque, Jim",46,Y,Chicago White Sox,American League,P,CWS,1976-02-08T00:00:00,L,103,UCLA,,N,Compensation,133220,145
T.J. Tucker,265,Y,3,1,C,JR,R,June Amateur Draft,6,19,1997,"Tucker, T.J.",47,Y,Montreal Expos,National League,P,MON,1978-08-20T00:00:00,R,104,"River Ridge HS (New Port Richie, FL)",,N,Compensation,324892,120
Shane Arthurs,185,N,5,1,C,JR,R,June Amateur Draft,6,20,1997,"Arthurs, Shane",48,Y,Montreal Expos,National League,P,MON,1979-08-30T00:00:00,R,104,"Westmoore HS (Oklahoma City, OK)",,N,Compensation,442907,120
Daniel McKinley,181,N,0,1,C,JR,L,June Amateur Draft,6,21,1997,"McKinley, Daniel",49,Y,San Francisco Giants,National League,OF,SF,1976-05-15T00:00:00,R,104,Arizona State,,N,Compensation,441311,137
Matthew LeCroy,230,Y,2,1,C,JR,R,June Amateur Draft,6,22,1997,"LeCroy, Matthew",50,Y,Minnesota Twins,American League,C,MIN,1975-12-13T00:00:00,R,103,Clemson,,N,Compensation,150220,142
Rocky Biddle,220,Y,3,1,C,JR,R,June Amateur Draft,6,23,1997,"Biddle, Rocky",51,Y,Chicago White Sox,American League,P,CWS,1976-05-21T00:00:00,R,103,Long Beach State,,N,Compensation,335092,145
Tootie Myers,165,N,11,1,C,JR,R,June Amateur Draft,5,24,1997,"Myers, Tootie",52,Y,Montreal Expos,National League,OF,MON,1978-09-08T00:00:00,R,104,Petal HS (MS),,N,Compensation,435882,120
Shane Loux,225,Y,2,2,2,JR,R,June Amateur Draft,6,1,1997,"Loux, Shane",53,Y,Detroit Tigers,American League,P,DET,1979-08-31T00:00:00,R,103,"Highland HS (Gilbert, AZ)",,N,Round 2,400076,116
Randy Wolf,205,Y,0,2,2,JR,L,June Amateur Draft,6,2,1997,"Wolf, Randy",54,Y,Philadelphia Phillies,National League,P,PHI,1976-08-22T00:00:00,L,104,Pepperdine,,N,Round 2,150116,143
Brandon Parker,200,N,1,2,2,JR,R,June Amateur Draft,6,3,1997,"Parker, Brandon",55,Y,Seattle Mariners,American League,P,SEA,1975-12-09T00:00:00,R,103,Southern Mississippi,,N,Round 2,441279,136
Scott Linebrink,220,Y,3,2,2,JR,R,June Amateur Draft,6,4,1997,"Linebrink, Scott",56,Y,San Francisco Giants,National League,P,SF,1976-08-04T00:00:00,R,104,Southwest Texas Junior College,,N,Round 2,276530,137
Aaron Capista,190,N,2,2,2,JR,S,June Amateur Draft,6,5,1997,"Capista, Aaron",57,Y,Boston Red Sox,American League,SS,BOS,1979-05-31T00:00:00,R,103,"Joliet Catholic HS (Joliet, IL)",,N,Round 2,435901,111
Tyler Walker,260,Y,3,2,2,JR,R,June Amateur Draft,6,6,1997,"Walker, Tyler",58,Y,New York Mets,National League,P,NYM,1976-05-15T00:00:00,R,104,University of California-Berkeley,,N,Round 2,400104,121
Dane Sardinha,215,Y,0,2,2,JR,R,June Amateur Draft,6,7,1997,"Sardinha, Dane",59,Y,Kansas City Royals,American League,C,KC,1979-04-08T00:00:00,R,103,"Kamehameka HS (Kahuku, HI)",,N,Round 2,400154,118
Jose Nicolas,210,N,3,2,2,JR,R,June Amateur Draft,6,8,1997,"Nicolas, Jose",60,Y,Pittsburgh Pirates,National League,OF,PIT,1979-01-01T00:00:00,R,104,"Westminster Christian HS (Miami, FL)",,N,Round 2,437403,134
Michael Restovich,240,Y,6,2,2,JR,R,June Amateur Draft,6,9,1997,"Restovich, Michael",61,Y,Minnesota Twins,American League,OF,MIN,1979-01-03T00:00:00,R,103,"Mayo HS (Rochester, MN)",,N,Round 2,282879,142
Jeff Weaver,200,Y,5,2,2,JR,R,June Amateur Draft,6,10,1997,"Weaver, Jeff",62,Y,Chicago White Sox,American League,P,CWS,1976-08-22T00:00:00,R,103,Fresno State,,N,Round 2,213711,145
Chad Harville,190,Y,9,2,2,JR,R,June Amateur Draft,5,11,1997,"Harville, Chad",63,Y,Oakland Athletics,American League,P,OAK,1976-09-16T00:00:00,R,103,Memphis State University,,N,Round 2,150420,133
Jeff Bailey,200,Y,2,2,2,JR,R,June Amateur Draft,6,12,1997,"Bailey, Jeff",64,Y,Florida Marlins,National League,C,FLA,1978-11-19T00:00:00,R,104,Kelso HS (WA),,N,Round 2,431158,146
Alvin Morrow,,N,,2,2,JR,,June Amateur Draft,,13,1997,"Morrow, Alvin",65,N,Milwaukee Brewers,American League,OF,MIL,,,103,Kirkwood HS (MO),,N,Round 2,563450,158
Gookie Dawkins,180,Y,1,2,2,JR,R,June Amateur Draft,6,14,1997,"Dawkins, Gookie",66,Y,Cincinnati Reds,National League,SS,CIN,1979-05-12T00:00:00,R,104,Newberry HS (SC),,N,Round 2,235194,113
Edgar Cruz,195,N,3,2,2,JR,R,June Amateur Draft,6,15,1997,"Cruz, Edgar",67,Y,Cleveland Indians,American League,C,CLE,1978-08-12T00:00:00,R,103,"Vocational Tech HS (Juncos, PR)",,N,Round 2,438955,114
Camron Hahn,200,N,2,2,2,JR,R,June Amateur Draft,6,16,1997,"Hahn, Camron",68,Y,Houston Astros,National League,3B,HOU,1978-12-20T00:00:00,R,104,"Male HS (Louisville, KY)",,N,Round 2,438925,117
Eric Glaser,217,N,6,2,2,JR,R,June Amateur Draft,6,17,1997,"Glaser, Eric",69,Y,Boston Red Sox,American League,P,BOS,1978-01-23T00:00:00,R,103,"Highlands HS (Fort Thomas, KY)",,N,Round 2,442913,111
Aaron Cook,215,Y,3,2,2,JR,R,June Amateur Draft,6,18,1997,"Cook, Aaron",70,Y,Colorado Rockies,National League,P,COL,1979-02-08T00:00:00,R,104,Hamilton HS (OH),,N,Round 2,346871,115
Patrick Boyd,205,N,3,2,2,JR,S,June Amateur Draft,6,19,1997,"Boyd, Patrick",71,Y,Seattle Mariners,American League,OF,SEA,1978-09-07T00:00:00,R,103,"Central Catholic HS (Clearwater, FL)",,N,Round 2,408112,136
Rick Ankiel,210,Y,1,2,2,JR,L,June Amateur Draft,6,20,1997,"Ankiel, Rick",72,Y,St. Louis Cardinals,National League,P,STL,1979-07-19T00:00:00,L,104,Port St. Lucie HS (FL),,N,Round 2,150449,138
Sean Douglass,220,Y,6,2,2,JR,R,June Amateur Draft,6,21,1997,"Douglass, Sean",73,Y,Baltimore Orioles,American League,P,BAL,1979-04-28T00:00:00,R,103,"Antelope Valey HS (Lancaster, CA)",,N,Round 2,346868,110
Kristofer Tetz,220,N,5,2,2,JR,R,June Amateur Draft,6,22,1997,"Tetz, Kristofer",74,Y,Montreal Expos,National League,P,MON,1978-09-03T00:00:00,R,104,Lodi HS (CA),,N,Round 2,440554,120
Jason Grabowski,200,Y,3,2,2,JR,L,June Amateur Draft,6,23,1997,"Grabowski, Jason",75,Y,Texas Rangers,American League,C,TEX,1976-05-24T00:00:00,R,103,Connecticut,,N,Round 2,276543,140
Chase Utley,195,Y,1,2,2,JR,L,June Amateur Draft,6,24,1997,"Utley, Chase",76,Y,Los Angeles Dodgers,National League,SS,LA,1978-12-17T00:00:00,R,104,"Poly HS (Long Beach, CA)",,N,Round 2,400284,119
Christopher Tynan,170,N,2,2,2,JR,R,June Amateur Draft,6,25,1997,"Tynan, Christopher",77,Y,Texas Rangers,American League,P,TEX,1978-11-15T00:00:00,R,103,"Hudson's Bay HS (Vancouver, WA)",,N,Round 2,436534,140
Ben Howard,220,Y,2,2,2,JR,R,June Amateur Draft,6,26,1997,"Howard, Ben",78,Y,San Diego Padres,National League,P,SD,1979-01-15T00:00:00,R,104,"Central Merry HS (Jackson, TN)",,N,Round 2,407806,135
Rob Vael,200,N,3,2,2,JR,R,June Amateur Draft,6,27,1997,"Vael, Rob",79,Y,Cleveland Indians,American League,P,CLE,1976-01-08T00:00:00,R,103,College of Eastern Utah,,N,Round 2,443725,114
Joey Nation,205,Y,2,2,2,JR,L,June Amateur Draft,6,28,1997,"Nation, Joey",80,Y,Atlanta Braves,National League,P,ATL,1978-09-28T00:00:00,L,104,"Putnam City HS (Oklahoma City, OK)",,N,Round 2,349192,144
Steve Colyer,235,Y,4,2,2,JR,L,June Amateur Draft,6,31,1997,"Colyer, Steve",83,Y,Los Angeles Dodgers,National League,P,LA,1979-02-22T00:00:00,L,104,"Fort Zumwalt South HS (St. Peters, MO)",,N,Round 2,407873,119
Jason Henry,260,N,7,2,2,JR,R,June Amateur Draft,6,32,1997,"Henry, Jason",84,Y,New York Yankees,American League,P,NYY,1976-11-09T00:00:00,R,103,Illinois - Chicago,,N,Round 2,438937,147
Matthew Boone,175,N,2,3,3,JR,R,June Amateur Draft,6,1,1997,"Boone, Matthew",85,Y,Detroit Tigers,American League,3B,DET,1979-07-18T00:00:00,R,103,Villa Park HS (CA),,N,Round 3,442902,116
Shomari Beverly,165,N,1,3,3,JR,R,June Amateur Draft,6,2,1997,"Beverly, Shomari",86,Y,Philadelphia Phillies,National League,OF,PHI,1978-02-16T00:00:00,R,104,"Encinal HS (Alameda, CA)",,N,Round 3,442926,143
Heath Timmerman,0,N,0,3,3,JR,R,June Amateur Draft,0,3,1997,"Timmerman, Heath",87,Y,Anaheim Angels,American League,P,ANA,1977-08-29T00:00:00,R,103,Northeastern Oklahoma A&M,,N,Round 3,442899,108
Jeff Andra,209,N,5,3,3,JR,L,June Amateur Draft,6,4,1997,"Andra, Jeff",88,Y,San Francisco Giants,National League,P,SF,1975-09-09T00:00:00,L,104,Oklahoma,,N,Round 3,346840,137
William Brown,195,N,0,3,3,JR,R,June Amateur Draft,6,5,1997,"Brown, William",89,Y,Toronto Blue Jays,American League,OF,TOR,1976-03-09T00:00:00,R,103,Florida Atlantic,,N,Round 3,439840,141
Cesar Crespo,190,Y,11,3,3,JR,S,June Amateur Draft,5,6,1997,"Crespo, Cesar",90,Y,New York Mets,National League,SS,NYM,1979-05-23T00:00:00,R,104,"Notre Dame HS (Caguas, PR)",,N,Round 3,406678,121
Jeremy Affeldt,225,Y,4,3,3,JR,L,June Amateur Draft,6,7,1997,"Affeldt, Jeremy",91,Y,Kansas City Royals,American League,P,KC,1979-06-06T00:00:00,L,103,"Northwest Christian HS (Spokane, WA)",,N,Round 3,346793,118
John Grabow,205,Y,1,3,3,JR,L,June Amateur Draft,6,8,1997,"Grabow, John",92,Y,Pittsburgh Pirates,National League,P,PIT,1978-11-04T00:00:00,L,104,San Gabriel HS (CA),,N,Round 3,346848,134
Gregory Withelder,200,N,3,3,3,JR,R,June Amateur Draft,6,9,1997,"Withelder, Gregory",93,Y,Minnesota Twins,American League,P,MIN,1979-05-11T00:00:00,L,103,"Strath Haven HS (Wallingford, PA)",,N,Round 3,461888,142
Scott Downs,220,Y,2,3,3,JR,L,June Amateur Draft,6,10,1997,"Downs, Scott",94,Y,Chicago Cubs,National League,P,CHC,1976-03-17T00:00:00,L,104,Kentucky,,N,Round 3,275933,112
Marcus Jones,240,Y,5,3,3,JR,R,June Amateur Draft,6,11,1997,"Jones, Marcus",95,Y,Oakland Athletics,American League,P,OAK,1975-03-29T00:00:00,R,103,Long Beach State,,N,Round 3,289033,133
